context,question,answer,topic_lda,generated_answer,bert_f1
"To investigate the effect of rhubarb on MAPK activation in sodium taurocholate-induced pancreatitis in rats. All rats were randomly divided into three groups: control, acute pancreatitis (AP) and rhubarb treatment groups. The MAPK activation was detected by western blotting. The levels of TNFα and IL6 in serum were estimated by ELISA. The pathological changes of the pancreas were examined microscopically. It was found that hemorrhage, exudates and infiltration of inflammatory cells in the pancreas were significantly less in the rhubarb group than in the AP group. In the AP group, the activation of MAPKs in pancreatic tissues was enhanced significantly at every time point compared with the control group and the levels of TNFα and IL6 were also increased. Rhubarb treatment markedly inhibited activation of MAPKs concomitantly with inhibition of TNFα and IL6 expression.",Does rhubarb attenuate the severity of acute necrotizing pancreatitis by inhibiting MAPKs in rats?,We suggest that rhubarb probably attenuates AP by inhibiting activation of MAPKs and expression of inflammatory mediators.,0,"Yes, rhubarb attenuates the severity of acute necrotizing pancreatitis in rats by inhibiting MAPK activation.",0.7773527503013611
"Enteric neurons have been reported to be increased in inflamed regions of the bowel in patients with inflammatory bowel disease or intestinal neurogangliomatosis. It is impossible to determine whether this hyperinnervation predates intestinal inflammation, results from it, or contributes to its severity in humans, so we studied this process in mice. To determine whether the density of enteric neurons determines the severity of inflammation, we studied transgenic mice that have greater than normal (NSE-noggin mice, which overexpress noggin under the control of the neuron-specific enolase promoter) or fewer than normal (Hand2(+/-) mice) numbers of neurons in the enteric nervous system. Colitis was induced with trinitrobenzene sulfonic acid or dextran sulfate sodium, and the intensity of the resulting inflammation in Hand2(+/-) and NSE-noggin mice was compared with that of wild-type littermates. Severity of each form of colitis (based on survival, symptom, and histologic scores; intestinal expression of genes that encode proinflammatory molecules; and levels of neutrophil elastase and p50 nuclear factor κB) were significantly reduced in Hand2(+/-) mice and significantly increased in NSE-noggin animals. Neither mouse differed from wild-type in the severity of delayed-type hypersensitivity (edema, T-cell and neutrophil infiltration, or expression of interleukin-1β, interferon-γ, or tumor necrosis factor-α) induced in the ears using 2,4-dinitro-1-fluorobenzene. Transgene effects on inflammation were therefore restricted to the gastrointestinal tract.",Does enteric neuronal density contribute to the severity of intestinal inflammation?,The severity of intestinal inflammation is associated with the density of the enteric innervation in mice. Abnormalities in development of the enteric nervous system might therefore contribute to the pathogenesis of inflammatory bowel disease.,0,"Yes, enteric neuronal density does contribute to the severity of intestinal inflammation, as evidenced by the findings in the study where transgenic mice with increased neuronal density (NSE-noggin mice) exhibited significantly increased inflammation, while those with decreased neuronal density (Hand2(+/-) mice) showed significantly reduced inflammation.",0.6673852801322937
"Resveratrol (3,5,4'-trans-trihydroxystilbene), a natural phytoalexin, has various pharmacological effects, including anti-inflammatory properties via inhibition of oxidation, leukocyte priming, and expression of inflammatory mediators. The present study was aimed to investigate the possible beneficial activities of resveratrol on lung and kidney damage in a rat model of sepsis. Sepsis was induced to Sprague-Dawley rats of both sexes (200-250 g) by cecal ligation and perforation. The rats were treated with resveratrol (30 mg/kg; i.p.) or saline after induction of sepsis and at 16 h. Twenty-four hours after the sepsis-induction, all rats were decapitated. Blood was collected for the measurement of tumor necrosis factor-alpha level and lactate dehydrogenase activity. Lung and kidney samples were taken for histological assessment and for the measurement of malondialdehyde, glutathione level, myeloperoxidase activity, and collagen content. Sepsis caused a significant increase in malondialdehyde levels, myeloperoxidase activity, and collagen content of the lung and kidney tissues with a concomitant reduction in glutathione levels. Microscopic examination revealed severe destruction of regular morphology in both lung and kidney tissues. Serum tumor necrosis factor-alpha and lactate dehydrogenase levels also were higher in rats with sepsis compared to those of the sham group. Resveratrol treatment reversed these biochemical parameters and preserved tissue morphology as evidenced by histological evaluation.",Does resveratrol reduce renal and lung injury caused by sepsis in rats?,"Resveratrol, a phenolic compound, reduces sepsis-induced remote organ injury, at least in part, through its ability to balance oxidant-antioxidant status, to inhibit neutrophil infiltration and to regulate the release of inflammatory mediators.",0,"Yes, resveratrol reduces renal and lung injury caused by sepsis in rats, as evidenced by its ability to reverse biochemical parameters and preserve tissue morphology.",0.719214916229248
"Dynamic hyperinflation, caused by expiratory flow limitation, markedly increases resting end-expiratory lung volume (functional residual capacity) in many COPD patients. To determine the impact and duration of impact of CPAP on hyperinflation and airway resistance in patients with stable COPD. In a case series, 21 patients underwent CPAP at 8 cm H(2)O for 15 min, then whole-body plethysmography immediately after, and at 15 and 30 min after CPAP. The cohort's mean ± SD age was 70 ± 9 y, and the mean FEV(1) was 41 ± 8% of predicted. Residual volume, functional residual capacity, total lung capacity, the ratio of residual volume to total lung capacity, and airway resistance decreased after CPAP and did not significantly change at 15 min (P < .001), but returned to baseline at 30 min.",Does cPAP decrease lung hyperinflation in patients with stable COPD?,"In patients with severe to very severe stable COPD, CPAP reduces lung volumes and airway resistance for 15 min, but the lung volumes return to baseline by 30 min.",0,"Yes, cPAP decreases lung hyperinflation in patients with stable COPD.",0.7515079975128174
"Systemic inflammation, insulin resistance, and endothelial dysfunction have been implicated in the development of cardiovascular disease in rheumatoid arthritis (RA). Since insulin resistance can promote endothelial dysfunction and anti-TNF-alpha blockade yield a rapid improvement of endothelial function, we have sought to assess whether TNF-alpha blockade may also result in a reduction of insulin serum levels and improvement of insulin resistance in RA patients who require this therapy because of severe and refractory disease. We recruited patients with RA seen over a period of 1 month at Hospital Xeral-Calde, Lugo, Spain, that were on treatment with anti-TNF-alpha monoclonal antibody-infliximab. Patients with diabetes mellitus or plasma glucose > 110 mg/dl were excluded. Fasting blood samples were taken for determination of plasma glucose and serum insulin levels immediately prior to and after infliximab infusion. Twenty-seven RA patients (21 women; mean age: 57.1 years; mean DAS28: 4.43) fulfilled the inclusion criteria. Dramatic reduction in the serum insulin levels and insulin/glucose index was observed following infliximab infusion. Also, a significant improvement of insulin resistance and insulin sensitivity was found.",Does anti-tumor necrosis factor-alpha blockade improve insulin resistance in patients with rheumatoid arthritis?,Our study confirms a rapid beneficial effect of infliximab on insulin resistance and insulin sensitivity in RA patients treated periodically with this drug. It may support the long-term use of drugs that act blocking TNF-alpha function to reduce the mechanisms implicated in the development of atherosclerosis in patients with RA.,0,"Yes, anti-tumor necrosis factor-alpha blockade improves insulin resistance in patients with rheumatoid arthritis, as evidenced by a significant reduction in serum insulin levels and improvement in insulin sensitivity following treatment with infliximab.",0.6712831854820251
"Borrelia burgdorferi has limited biosynthetic capabilities and must scavenge N-acetylglucosamine (GlcNAc), an essential component of the microbial cell wall, from the surrounding environment. Spirochetes cultured in the absence of free GlcNAc exhibit biphasic growth; however, addition of chitobiose (a dimer of GlcNAc) substitutes for free GlcNAc resulting in a single exponential phase. We evaluated the effect of RpoS and RpoN, the only alternative sigma factors in B. burgdorferi, on biphasic growth and chitobiose utilization in the absence of free GlcNAc. In addition, we investigated the source of GlcNAc in the second exponential phase. By comparing the growth of wild-type cells to insertional mutants for rpoS and rpoN we determined that RpoS, but not RpoN, partially regulates both biphasic growth and chitobiose utilization. The rpoS mutant, cultured in the absence of free GlcNAc, exhibited a significant delay in the ability to initiate a second exponential phase compared to the wild type and rpoS complemented mutant. Expression analysis of chbC, which encodes the membrane-spanning protein of the chitobiose phosphotransferase system, suggests the delay is due to the inability of the rpoS mutant to up regulate chbC. Furthermore, supplementing GlcNAc starved cultures with high concentrations (75 or 150 microM) of chitobiose resulted in biphasic growth of the rpoS mutant compared to a single exponential phase for the wild type and rpoS complemented mutant. In contrast, growth of the rpoN mutant under all conditions was similar to the wild type. 5' Rapid amplification of cDNA ends (5' RACE) revealed the transcriptional start site for chbC to be 42 bp upstream of the translational start site. Analysis of the chbC promoter region revealed homology to previously described RpoD and RpoS B. burgdorferi promoters. We also determined that yeastolate, a component of the growth medium (BSK-II), is not essential for second exponential phase growth.",Is chitobiose utilization in Borrelia burgdorferi dually regulated by RpoD and RpoS?,"Together these results suggest that RpoD and RpoS, but not RpoN, regulate biphasic growth and chitobiose utilization in B. burgdorferi by regulating the expression of the chitobiose transporter (chbC). The data also demonstrate that the second exponential phase observed in wild-type cells in the absence of free GlcNAc is not due to free chitobiose or GlcNAc oligomers present in the medium.",0,"No, chitobiose utilization in Borrelia burgdorferi is regulated only by RpoS, not RpoD.",0.7302154898643494
"Reduction in the number of circulating blood lymphocytes (lymphocytopaenia) has been reported during clinical episodes of malaria and is normalized after treatment with anti-malaria drugs. While this phenomenon is well established in malaria infection, the underlying mechanisms are still not fully elucidated. In the present study, the occurrence of apoptosis and its pathways in CD4+ T cells was investigated in naturally Plasmodium vivax-infected individuals from a Brazilian endemic area (Porto Velho - RO). Blood samples were collected from P. vivax-infected individuals and healthy donors. The apoptosis was characterized by cell staining with Annexin V/FITC and propidium iodide and the apoptosis-associated gene expression profile was carried out using RT2 Profiler PCR Array-Human Apoptosis. The plasma TNF level was determined by ELISA. The unpaired t-test or Mann-Whitney test was applied according to the data distribution. Plasmodium vivax-infected individuals present low number of leukocytes and lymphocytes with a higher percentage of CD4+ T cells in early and/or late apoptosis. Increased gene expression was observed for TNFRSF1B and Bid, associated with a reduction of Bcl-2, in individuals with P. vivax malaria. Furthermore, these individuals showed increased plasma levels of TNF compared to malaria-naive donors.",Does cD4+ T cells apoptosis in Plasmodium vivax infection is mediate by activation of both intrinsic and extrinsic pathways?,"The results of the present study suggest that P. vivax infection induces apoptosis of CD4+ T cells mediated by two types of signaling: by activation of the TNFR1 death receptor (extrinsic pathway), which is amplified by Bid, and by decreased expression of the anti-apoptotic protein Bcl-2 (intrinsic pathway). The T lymphocytes apoptosis could reflect a strategy of immune evasion triggered by the parasite, enabling their persistence but also limiting the occurrence of immunopathology.",0,"Yes, CD4+ T cell apoptosis in Plasmodium vivax infection is mediated by the activation of both intrinsic and extrinsic pathways, as indicated by increased gene expression of TNFRSF1B and Bid (extrinsic pathway) and a reduction of Bcl-2 (intrinsic pathway).",0.7351788878440857
"An increased incidence of necrotizing enterocolitis (NEC) has been noted in infants who are born to mothers with chorioamnionitis. Our objective was to test the hypothesis that newborn rat pups born to mothers exposed to prenatal lipopolysaccharide during pregnancy would be more susceptible to intestinal injury in a rat model of NEC and that the increased intestinal injury is mediated by dysregulation of inducible nitric oxide synthase. Time-dated pregnant Sprague-Dawley dams were given an intraperitoneal injection of either 2 mg/kg of lipopolysaccharide or vehicle. Rat pups from each group of dams were delivered at term and placed in a rat NEC model. A subset of pups was given either vehicle or aminoguanidine. Intestines were harvested and graded for degree of intestinal injury. Maternal prenatal lipopolysaccharide exposure increased the frequency and severity of intestinal injury in the neonatal rat NEC model. Treatment with aminoguanidine significantly decreased plasma nitric oxide levels. Additionally, aminoguanidine significantly decreased intestinal injury.",Does prenatal lipopolysaccharide increase postnatal intestinal injury in a rat model of necrotizing enterocolitis?,Intestinal injury observed may be mediated via nitric oxide synthase dysregulation.,0,"Yes, prenatal lipopolysaccharide exposure increases postnatal intestinal injury in a rat model of necrotizing enterocolitis.",0.6324055194854736
"The mechanisms and treatment of cardiac allograft vasculopathy (CAV) remain elusive. We have used partially inbred miniature swine to determine the role of class I MHC antigens in the pathogenesis of CAV and to determine whether acquired tolerance to donor antigen can prevent the development of CAV in large animals. Previous studies demonstrated that miniature swine treated with 12 days of cyclosporine (CsA) after the transplantation of MHC class I-disparate kidney allografts all became tolerant to the donor kidneys and survived indefinitely. In the present study, heart allografts were transplanted across the same MHC class I disparity in CsA-treated swine. Unlike kidney allografts, heart allografts were rejected in 33-55 days. By postoperative day 28, all cardiac allografts had developed the intimal proliferation characteristic of CAV. When hearts and kidneys from the same donors were transplanted simultaneously into class I-disparate, CsA-treated recipients, the hosts became tolerant to their cardiac allografts and survived long-term. Furthermore, none of the hearts from the combined heart/kidney recipients developed evidence of CAV. Thus, this report demonstrates that: (1) MHC class I antigens play an important role in the pathogenesis of CAV, (2) the specific unresponsiveness to donor class I antigen induced by a class I-disparate kidney protects a heart transplanted from the same organ donor, and (3) the induction of acquired tolerance prevents the development of CAV.",Does transplantation tolerance prevent cardiac allograft vasculopathy in major histocompatibility complex class I-disparate miniature swine?,These findings in a preclinical system establish the significance of antigen-dependent mechanisms in the pathogenesis of CAV and underscore the importance of achieving tolerance in clinical transplantation.,0,"Yes, transplantation tolerance prevents cardiac allograft vasculopathy in major histocompatibility complex class I-disparate miniature swine.",0.5952935218811035
"To validate the efficacy of an innovative multimodality therapy with transcatheter arterial embolization (TAE) plus octreotide and celecoxib in reducing neoangiogenesis and prolonging the survival of rabbits with hepatocellular carcinoma. Rabbits with hepatic VX2 allografts were divided into four groups: control group, TAE group, octreotide + celecoxib (O + C) group and the multimodality therapy (TAE + O + C) group. Survival of the rabbits was analyzed using the Kaplan-Meier method and the expression of CD31 in tumor tissues was detected by immunohistochemistry. Rabbits in the TAE + O + C group lived nearly 20 days longer than those in the control group. The survival rate of the TAE + O + C group was 50% at day 80 and was the highest among the four groups (P < 0.05). No VX2 allograft-bearing rabbits in the control group lived longer than 60 days. Compared with the control group, the survival time of the other two intervention groups were not prolonged significantly (P > 0.05). The CD31 expression induced by TAE was reduced significantly in TAE + O + C group (P < 0.05). Less metastasis was detected in TAE + O + C group.",Does transcatheter arterial embolization followed by octreotide and celecoxib synergistically prolong survival of rabbits with hepatic VX2 allografts?,"TAE followed by the long-term administration of octreotide and celecoxib can synergistically prolong the survival of rabbits with hepatic VX2 allografts by inhibiting potential neoangiogenesis, tumor growth and metastasis.",0,"Yes, transcatheter arterial embolization followed by octreotide and celecoxib synergistically prolongs survival of rabbits with hepatic VX2 allografts, as evidenced by the nearly 20 days longer survival in the TAE + O + C group compared to the control group.",0.7722793221473694
"The MYC oncogene is overexpressed in hepatocellular carcinoma (HCC) and has been associated with widespread microRNA (miRNA) repression; however, the underlying mechanisms are largely unknown. Here, we report that the c-Myc oncogenic transcription factor physically interacts with enhancer of zeste homolog 2 (EZH2), a core enzymatic unit of polycomb repressive complex 2 (PRC2). Furthermore, miR-101, an important tumor-suppressive miRNA in human hepatocarcinomas, is epigenetically repressed by PRC2 complex in a c-Myc-mediated manner. miR-101, in turn, inhibits the expression of two subunits of PRC2 (EZH2 and EED), thus creating a double-negative feedback loop that regulates the process of hepatocarcinogenesis. Restoration of miR-101 expression suppresses multiple malignant phenotypes of HCC cells by coordinate repression of a cohort of oncogenes, including STMN1, JUNB, and CXCR7, and further increases expression of endogenous miR-101 by inhibition of PRC2 activation. In addition, co-overexpression of c-Myc and EZH2 in HCC samples was closely associated with lower expression of miR-101 (P < 0.0001) and poorer prognosis of HCC patients (P < 0.01).",Does c-Myc-mediated epigenetic silencing of MicroRNA-101 contribute to dysregulation of multiple pathways in hepatocellular carcinoma?,c-Myc collaborates with EZH2-containing PRC2 complex in silencing tumor-suppressive miRNAs during hepatocarcinogenesis and provides promising therapeutic candidates for human HCC.,0,"Yes, c-Myc-mediated epigenetic silencing of MicroRNA-101 contributes to the dysregulation of multiple pathways in hepatocellular carcinoma (HCC).",0.6664482951164246
"The issue to be resolved was whether peripheral leg blood flow in patients with chronic heart failure (CHF) is reduced by low local flow capacity or as a function of the amount of muscle mass activated during exercise. In ten CHF patients (ejection fraction 26 (9)%), and 12 healthy controls central and peripheral circulatory responses were assessed during dynamic one- and two-legged knee extensor work. The patients reached a peak perfusion of 234 (16) ml 100 g-1 min-1 in the one-legged mode, which was similar to the controls (244 (11) ml 100 g-1 min-1). At peak two-legged work muscle perfusion was reduced in the patients by 24% (P < 0.05). In contrast the controls maintained their peak muscle perfusion. The mass of the quadriceps femoris muscle and peak leg blood flow correlated closely for both groups at peak one-legged work (r = 0.85, P < 0.001). Peak oxygen uptake in the active limb during one-legged exercise was similar for patients and controls (0.52 (0.06) vs. 0.63 (0.06) l min-1), but it was 38% lower (P < 0.05) in patients than controls during exhaustive two-legged exercise. Arterial systemic oxygen delivery (cardiac output x arterial oxygen content), at peak exercise was highly correlated with peak one- and two-legged workload for both groups, explaining 70% of the difference in peak workload attained (P < 0.001). At peak two-legged exercise non-exercising tissues of the body in the male CHF patients with the largest limb muscle mass, received a blood flow of only 1.2 (0.7) 1 min-1. Mean arterial blood pressure at peak work in both test conditions was significantly lower for the patients than the controls. A higher sympathetic nerve activity in the patients, as evaluated by arterial noradrenaline concentration (NA) and leg NA spillover, contributed to maintain the perfusion pressure.",Is peak skeletal muscle perfusion maintained in patients with chronic heart failure when only a small muscle mass is exercised?,"Patients with moderate CHF can reach a peak skeletal muscle perfusion and a leg oxygen uptake comparable to that of healthy individuals when a sufficiently small muscle mass is activated. Exercise involving a larger muscle mass, for the patients in this study about 4 kg, markedly reduces peak leg blood flow, perfusion and oxygen uptake as well as blood flow to non-exercising organs and tissues.",0,"Yes, peak skeletal muscle perfusion is maintained in patients with chronic heart failure when only a small muscle mass is exercised, as evidenced by similar peak perfusion rates during one-legged exercise compared to healthy controls.",0.674334704875946
"Kupffer cells have been proposed to be a major cellular origin of pro-inflammatory mediators in sepsis. However, the cytokine response of Kupffer cells to gram-positive bacteria and their endotoxins peptidoglycan (PepG) and lipoteichoic acid (LTA) has never previously been studied. Primary cultures of rat and human Kupffer cells were exposed to live Staphylococcus aureus (S. aureus) (4.0 x 10(1) to 4.0 x 10(7) CFU/mL culture medium), as well as highly purified PepG and LTA (0-100 microg/mL). Lipopolysaccharide (LPS) at 1 microg/mL was used for control. In parallel experiments, whole blood obtained from the same rats was stimulated in a similar manner. Accumulation of the proinflammatory cytokines tumor necrosis factor-alpha (TNF-alpha) and interleukin-6 (IL-6) in plasma or culture supernatants were assessed by enzyme immuno assays. TNF-alpha and IL-6 mRNA were analyzed by real-time RT-PCR. PepG and LTA, as well as live S. aureus, induced the production of TNF-alpha and IL-6 in Kupffer cells from both species in a time- and dose-dependent manner. Whereas PepG was a more potent inducer of TNF-alpha and IL-6 in whole blood, the opposite seemed to be the case in Kupffer cells. In fact, a 100-fold lower concentration of LTA (1 microg/mL) than of PepG (100 microg/mL) was sufficient to induce a substantial production of both TNF-alpha and IL-6 in the Kupffer cells. TNF-alpha and IL-6 mRNA were induced correspondingly.",Is lipoteichoic acid a potent inducer of cytokine production in rat and human Kupffer cells in vitro?,Our results support the contention that gram-positive bacteria may activate cytokine production in Kupffer cells during bacteremia and suggest that LTA is important in this interaction.,0,"Yes, lipoteichoic acid (LTA) is a potent inducer of cytokine production in rat and human Kupffer cells in vitro, as it induced substantial production of TNF-alpha and IL-6 at a concentration of 1 microg/mL, which is significantly lower than the concentration required for peptidoglycan.",0.6517912745475769
